NUMBER,IDSW,ENGLISH,INDONESIAN,FORM,ORIGINAL_FORM,LANGUAGE,LOCATION,LONGITUDE,LATITUDE,GENDER,RECORDED,MEDIALINK,REGISTER,EXCLUDE,REFERENCE,GRAMMAR_COMMENT,PRONUNCIATION_COMMENT,TRANSLATION_COMMENT,EDITING_COMMENT,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,HOLLE,SIL,REID,BLUST,LIST,SWA100,GUD200
0080,04.465,anus,"dubur, lubang pantat",BuliBuli,"BuliBuli, lulu sanggal E",Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0071,061*,7.0,0.0,,,
0080,04.465,anus,"dubur, lubang pantat",lulu sanggal E,"BuliBuli, lulu sanggal E",Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0071,061*,7.0,0.0,,,
0081,04.464,buttocks,"pantat, bokong",puntu',puntu'  ~,Lauje,Bou,120.0175,0.6603,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0069,060,38.0,0.0,,,
0082,04.665,"excrement, feces",tahi,sanggal E,sanggal E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,body,noun,mass,anggota tubuh,0073,063,95.0,0.0,,,
0083,04.660,defecate,"berak, membuang air besar",sanggal,sanggal më'ë-E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,më'ë-E,,,,body,intr,action,kata kerja,0072,452,73.0,0.0,,,
0084,04.650,urinate,kencing (k.k.),mansing E,mansing E me-,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,me-,,,,body,intr,action,,0082,,0.0,0.0,,,
0085,04.651,urine,air kencing #collapse?,mansing,mansing ~,Lauje,Bou,120.0175,0.6603,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0083,062,332.0,0.0,,,
0086,04.640,fart,kentut  berkentut,ontut,ontut moN-E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,moN-E,,,,body,intr,action,,0075,,0.0,0.0,,,
0087,04.334,lines in the palm of the hand,rajah tangan  ->04.155,atë nu lima,atë nu lima,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,,0103,,0.0,0.0,,,
0088,04.346,middle finger,jari tengah,ta'aliuang E,ta'aliuang E [1. ta'alúange],Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,[1. ta'alúange],,,bodyparts,noun,,,0110,,0.0,0.0,,,
0088a,04.347,index finger,jari telunjuk,tutuju nu ëlëo,tutuju nu ëlëo,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,,0109,,0.0,0.0,,,
0088b,04.348,ring finger,jari manis,sitinja,sitinja  -nye,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,-nye,,,,bodyparts,noun,,,0111,,0.0,0.0,,,
0089,04.321,wrist/ankle  ?,mata kaki / jari  ?#,pupunguang E,pupunguang E p73 #Unterarm kurz vor Hand#,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,"'#Unterarm kurz vor Hand#', 'Unterarm kurz vor Hand'",bodyparts,noun,,,,,0.0,0.0,,,
0090,04.313,upper arm,pangkal lengan,'ongkong E,'ongkong E,Lauje,Bou,120.0175,0.6603,,True,,,True,nan,,,,,bodyparts,noun,,,0098,,0.0,0.0,,,
0091,04.352,calf,betis,tambë'ë,"tambë'ë -nye, bitis E",Lauje,Bou,120.0175,0.6603,,True,,,False,nan,-nye,,,,bodyparts,noun,,anggota tubuh,0093,040,0.0,0.0,,,
0091,04.352,calf,betis,bitis E,"tambë'ë -nye, bitis E",Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0093,040,0.0,0.0,,,
0091b,04.353,shin,tulang kering,tombulud E,tombulud E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,,noun,,,0094,,0.0,0.0,,,
0093,04.281,nape,tengkuk,tundu,tundu  -nye,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,-nye,,,,bodyparts,noun,,,0040,,0.0,0.0,,,
0094,04.295,Adam's apple,"jakun, lekum",onyopang E,onyopang E,Lauje,Bou,120.0175,0.6603,,True,,,False,nan,,,,,bodyparts,noun,,,0039,,0.0,0.0,,,
0095,04.462,waist,pinggang,solipi,"solipi  -nye (whole flank of trunk, from hip to armpit)",Lauje,Bou,120.0175,0.6603,,True,,,False,nan,-nye ,,(whole flank of trunk; from hip to armpit),,bodyparts,noun,,,,,0.0,0.0,,,
0095a,04.312,armpit,ketiak,'ali'i,"'ali'i  -nye, 'ambinang E",Lauje,Bou,120.0175,0.6603,,True,,,False,nan,-nye,,,,,noun,,,0099,,0.0,0.0,,,
